team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date,value_source
Colombia,15,Jhon Arias,MF,28,Palmeiras,Brasileirao,14.7,36,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,16,Richard Ríos,MF,26,Benfica,Primeira Liga,13.3,30,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,17,Kevin Castaño,MF,25,River Plate,Argentine Primera Division,11.7,24,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,18,Jorge Carrascal,MF,28,Flamengo,Brasileirao,8.2,22,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,19,Jaminton Campaz,MF,26,Rosario Central,Argentine Primera Division,10.7,9,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,20,Juan Portilla,MF,27,Athletico Paranaense,Brasileirao,8.5,8,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,21,Gustavo Puerta,MF,22,Racing Santander,La Liga,14.3,4,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,22,Luis Díaz,FW,29,Bayern Munich,Bundesliga,33.3,72,21,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,23,Jhon Córdoba,FW,33,Krasnodar,RUS,6,21,6,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,24,Luis Suárez,FW,28,Sporting CP,Primeira Liga,14.6,10,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,25,Cucho Hernández,FW,27,Real Betis,La Liga,20.8,7,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Colombia,26,Andrés Gómez,FW,23,Vasco da Gama,Brasileirao,12.3,6,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Colombia,2026-05-30,team_value_allocated_proxy
Congo DR,1,Lionel Mpasi,GK,31,Le Havre,Ligue 1,3.9,27,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,2,Timothy Fayulu,GK,26,Noah,ARM,1.4,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,3,Matthieu Epolo,GK,21,Standard Liège,BEL,1.3,1,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,4,Chancel Mbemba,DF,31,Lille,Ligue 1,7.7,107,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,5,Arthur Masuaku,DF,32,Lens,Ligue 1,5.4,44,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,6,Gédéon Kalulu,DF,28,Aris Limassol,CYP,2,27,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,7,Joris Kayembe,DF,31,Genk,BEL,2,24,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,8,Dylan Batubinsika,DF,30,AEL,GRE,1.9,14,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,9,Axel Tuanzebe,DF,28,Burnley,Premier League,4.8,12,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,10,Aaron Wan-Bissaka,DF,28,West Ham United,Premier League,4.6,10,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,11,Steve Kapuadi,DF,28,Widzew Łódź,POL,1.7,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,12,Samuel Moutoussamy,MF,29,Atromitos,GRE,3.5,56,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,13,Edo Kayembe,MF,28,Watford,Premier League,8.1,41,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,14,Charles Pickel,MF,29,Espanyol,La Liga,7.4,33,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,15,Gaël Kakuta,MF,34,AEL,GRE,2.8,30,5,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,16,Noah Sadiki,MF,21,Sunderland,Premier League,4.8,18,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,17,Aaron Tshibola,MF,31,Kilmarnock,SCO,2.2,16,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,18,Ngal'ayel Mukau,MF,21,Lille,Ligue 1,3.8,12,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,19,Brian Cipenga,MF,28,Castellón,La Liga,6.2,7,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,20,Cédric Bakambu,FW,35,Real Betis,La Liga,9.4,68,21,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,21,Meschak Elia,FW,28,Alanyaspor,TUR,6.3,68,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,22,Théo Bongonda,FW,30,Spartak Moscow,RUS,4.9,37,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,23,Fiston Mayele,FW,31,Pyramids,EGY,3.9,37,6,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,24,Yoane Wissa,FW,29,Newcastle United,Premier League,10,36,9,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,25,Nathanaël Mbuku,FW,24,Montpellier,Ligue 1,7.6,17,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Congo DR,26,Simon Banza,FW,29,Al Jazira,UAE,2.4,14,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#DR_Congo,2026-05-30,team_value_allocated_proxy
Portugal,1,Diogo Costa,GK,26,Porto,Primeira Liga,17.5,42,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,2,José Sá,GK,33,Wolverhampton Wanderers,Premier League,20.5,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,3,Rui Silva,GK,32,Sporting CP,Primeira Liga,15.1,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,4,Rúben Dias,DF,29,Manchester City,Premier League,56.6,74,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,5,João Cancelo,DF,32,Barcelona,La Liga,50.6,66,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,6,Nélson Semedo,DF,32,Fenerbahçe,TUR,13.4,48,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,7,Nuno Mendes,DF,23,Paris Saint-Germain,Ligue 1,36.1,43,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,8,Diogo Dalot,DF,27,Manchester United,Premier League,42,33,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,9,Gonçalo Inácio,DF,24,Sporting CP,Primeira Liga,22.3,20,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,10,Matheus Nunes,DF,27,Manchester City,Premier League,38,19,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,11,Renato Veiga,DF,22,Villarreal,La Liga,34.4,11,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,12,Tomás Araújo,DF,24,Benfica,Primeira Liga,19.4,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,13,Bernardo Silva,MF,31,Manchester City,Premier League,73.3,107,14,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,14,Bruno Fernandes,MF,31,Manchester United,Premier League,83.2,87,28,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,15,Rúben Neves,MF,29,Al-Hilal,Saudi Pro League,21.1,65,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,16,Vitinha,MF,26,Paris Saint-Germain,Ligue 1,48.4,37,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,17,João Neves,MF,21,Paris Saint-Germain,Ligue 1,21.3,21,3,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,18,Samú Costa,MF,25,Mallorca,La Liga,36.4,4,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,19,Cristiano Ronaldo,FW,41,Al-Nassr,Saudi Pro League,33.9,226,143,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,20,João Félix,FW,26,Al-Nassr,Saudi Pro League,49.1,52,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,21,Rafael Leão,FW,27,Milan,Serie A,67.4,43,5,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,22,Gonçalo Guedes,FW,29,Real Sociedad,La Liga,59.7,33,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,23,Gonçalo Ramos,FW,24,Paris Saint-Germain,Ligue 1,58.6,24,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,24,Pedro Neto,FW,26,Chelsea,Premier League,61.8,23,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,25,Francisco Trincão,FW,26,Sporting CP,Primeira Liga,36.2,17,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Portugal,26,Francisco Conceição,FW,23,Juventus,Serie A,43.7,15,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Portugal,2026-05-30,team_value_allocated_proxy
Croatia,1,Dominik Livaković,GK,31,Dinamo Zagreb,CRO,5.1,73,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,2,Dominik Kotarski,GK,26,Copenhagen,DEN,3.2,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,3,Ivor Pandur,GK,26,Hull City,Premier League,5.7,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,4,Joško Gvardiol,DF,24,Manchester City,Premier League,18.6,46,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,5,Duje Ćaleta-Car,DF,29,Real Sociedad,La Liga,14.3,38,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,6,Josip Šutalo,DF,26,Ajax,Eredivisie,9.9,31,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,7,Josip Stanišić,DF,26,Bayern Munich,Bundesliga,14.7,29,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,8,Marin Pongračić,DF,28,Fiorentina,Serie A,9.4,18,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,9,Martin Erlić,DF,28,Midtjylland,DEN,3.9,12,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,10,Luka Vušković,DF,19,Hamburger SV,Bundesliga,5.6,4,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,11,Luka Modrić,MF,40,Milan,Serie A,16.9,196,28,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,12,Mateo Kovačić,MF,32,Manchester City,Premier League,19,111,5,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,13,Mario Pašalić,MF,31,Atalanta,Serie A,21.1,83,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,14,Nikola Vlašić,MF,28,Torino,Serie A,19,61,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,15,Luka Sučić,MF,23,Real Sociedad,La Liga,13.3,19,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,16,Martin Baturina,MF,23,Como,Serie A,12.4,17,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,17,Kristijan Jakić,MF,29,FC Augsburg,Bundesliga,10.7,16,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,18,Petar Sučić,MF,22,Inter Milan,Serie A,12.2,15,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,19,Nikola Moro,MF,28,Bologna,Serie A,7.8,9,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,20,Toni Fruk,MF,25,Rijeka,CRO,4.9,7,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,21,Ivan Perišić,FW,37,PSV Eindhoven,Eredivisie,18.4,152,38,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,22,Andrej Kramarić,FW,34,TSG Hoffenheim,Bundesliga,28.3,114,36,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,23,Ante Budimir,FW,34,Osasuna,La Liga,17,36,6,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,24,Marco Pašalić,FW,25,Orlando City,MLS,9.3,13,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,25,Petar Musa,FW,28,FC Dallas,MLS,6.1,10,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
Croatia,26,Igor Matanović,FW,23,SC Freiburg,Bundesliga,13.2,8,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Croatia,2026-05-30,team_value_allocated_proxy
England,1,Jordan Pickford,GK,32,Everton,Premier League,73.8,82,0,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,2,Dean Henderson,GK,29,Crystal Palace,Premier League,29.4,4,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,3,James Trafford,GK,23,Manchester City,Premier League,20.9,1,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,4,John Stones,DF,32,Manchester City,Premier League,73.4,87,3,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,5,Marc Guéhi,DF,25,Manchester City,Premier League,71.2,27,1,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,6,Reece James,DF,26,Chelsea,Premier League,55.1,22,1,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,7,Ezri Konsa,DF,28,Aston Villa,Premier League,46.2,18,1,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,8,Dan Burn,DF,34,Newcastle United,Premier League,28.7,6,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,9,Tino Livramento,DF,23,Newcastle United,Premier League,48.4,5,0,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,10,Djed Spence,DF,25,Tottenham Hotspur,Premier League,37.5,4,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,11,Nico O'Reilly,DF,21,Manchester City,Premier League,28.1,3,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,12,Jarell Quansah,DF,23,Bayer Leverkusen,Bundesliga,33.6,1,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,13,Jordan Henderson,MF,35,Brentford,Premier League,51.7,89,3,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,14,Declan Rice,MF,27,Arsenal,Premier League,108.7,72,6,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,15,Jude Bellingham,MF,22,Real Madrid,La Liga,91.6,46,6,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,16,Morgan Rogers,MF,23,Aston Villa,Premier League,72.9,13,1,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,17,Kobbie Mainoo,MF,21,Manchester United,Premier League,33.7,12,0,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,18,Elliot Anderson,MF,23,Nottingham Forest,Premier League,55.3,7,0,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,19,Harry Kane,FW,32,Bayern Munich,Bundesliga,125.6,112,78,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,20,Marcus Rashford,FW,28,Barcelona,La Liga,123.9,70,18,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,21,Bukayo Saka,FW,24,Arsenal,Premier League,125.1,48,14,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,22,Ollie Watkins,FW,30,Aston Villa,Premier League,80.2,20,6,unknown,starter,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,23,Anthony Gordon,FW,25,Newcastle United,Premier League,68.3,17,2,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,24,Eberechi Eze,FW,27,Arsenal,Premier League,69,16,3,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,25,Noni Madueke,FW,24,Arsenal,Premier League,63.9,10,1,unknown,rotation,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
England,26,Ivan Toney,FW,30,Al-Ahli,Saudi Pro League,23.8,7,1,unknown,squad,association_final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-30,team_value_allocated_proxy
Panama,1,Luis Mejía,GK,35,Nacional,URU,0.5,56,0,unknown,squad,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,2,Orlando Mosquera,GK,31,Al-Fayha,Saudi Pro League,0.6,46,0,unknown,squad,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,3,César Samudio,GK,32,Marathón,HON,0.3,4,0,unknown,squad,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,4,Eric Davis,DF,35,Plaza Amador,PAN,0.6,104,9,unknown,rotation,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,5,Fidel Escobar,DF,31,Saprissa,CRC,1.1,96,4,unknown,starter,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,6,Michael Amir Murillo,DF,30,Beşiktaş,TUR,1.1,91,9,unknown,starter,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,7,Roderick Miller,DF,34,Turan Tovuz,AZE,0.6,48,2,unknown,rotation,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
Panama,8,Andrés Andrade,DF,27,LASK,AUT,0.8,47,1,unknown,rotation,association_final,https://www.fourfourtwo.com/team/panama-world-cup-2026-squad,2026-05-30,team_value_allocated_proxy
