pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Germany||Haiti,Germany,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||IR Iran,Germany,IR Iran,2,1,2,0,0,4,0,0,0,0,0,2004-10-09,Friendly,IR Iran 0-2 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Iraq,Germany,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Japan,Germany,Japan,4,1,1,1,2,7,8,2,0,0,2,2023-09-09,Friendly,Germany 1-4 Japan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Jordan,Germany,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Korea Republic,Germany,Korea Republic,4,3,2,0,2,5,7,1,0,0,1,2018-06-27,FIFA World Cup,Korea Republic 2-0 Germany,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Mexico,Germany,Mexico,13,6,5,6,2,26,13,3,1,1,1,2023-10-17,Friendly,Mexico 2-2 Germany,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Morocco,Germany,Morocco,4,2,4,0,0,12,3,0,0,0,0,1986-06-17,FIFA World Cup,Morocco 0-1 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Netherlands,Germany,Netherlands,48,16,18,18,12,90,79,11,5,4,2,2024-10-14,UEFA Nations League,Germany 1-0 Netherlands,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||New Zealand,Germany,New Zealand,1,1,1,0,0,2,0,0,0,0,0,1999-07-28,Confederations Cup,Germany 2-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Norway,Germany,Norway,21,4,15,5,1,59,15,2,2,0,0,2017-09-04,FIFA World Cup qualification,Germany 6-0 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Panama,Germany,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Paraguay,Germany,Paraguay,2,1,1,1,0,4,3,1,0,1,0,2013-08-14,Friendly,Germany 3-3 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Portugal,Germany,Portugal,20,12,11,5,4,34,20,4,3,0,1,2025-06-04,UEFA Nations League,Germany 1-2 Portugal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Qatar,Germany,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Saudi Arabia,Germany,Saudi Arabia,3,1,3,0,0,13,1,1,1,0,0,2018-06-08,Friendly,Germany 2-1 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Scotland,Germany,Scotland,18,9,9,5,4,31,24,3,3,0,0,2024-06-14,UEFA Euro,Germany 5-1 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Senegal,Germany,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||South Africa,Germany,South Africa,4,0,3,1,0,9,2,0,0,0,0,2009-09-05,Friendly,Germany 2-0 South Africa,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Spain,Germany,Spain,27,13,9,9,9,32,34,7,1,3,3,2024-07-05,UEFA Euro,Germany 1-2 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Sweden,Germany,Sweden,37,14,16,9,12,72,61,4,2,2,0,2018-06-23,FIFA World Cup,Germany 2-1 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Switzerland,Germany,Switzerland,55,8,37,9,9,147,73,5,1,3,1,2026-03-27,Friendly,Switzerland 3-4 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Tunisia,Germany,Tunisia,3,2,1,2,0,4,1,0,0,0,0,2005-06-18,Confederations Cup,Germany 3-0 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Türkiye,Germany,Türkiye,22,13,14,4,4,54,19,4,2,1,1,2023-11-18,Friendly,Germany 2-3 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||USA,Germany,USA,13,5,9,0,4,28,19,5,3,0,2,2026-06-06,Friendly,USA 1-2 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Uruguay,Germany,Uruguay,11,5,8,2,1,29,12,2,2,0,0,2011-05-29,Friendly,Germany 2-1 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Uzbekistan,Germany,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Haiti,Ghana,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||IR Iran,Ghana,IR Iran,2,0,0,0,2,0,5,0,0,0,0,1986-02-20,Friendly,IR Iran 2-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Iraq,Ghana,Iraq,2,0,0,1,1,2,6,0,0,0,0,1981-08-24,Friendly,Iraq 2-2 Ghana,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Japan,Ghana,Japan,8,2,2,0,6,11,18,4,1,0,3,2025-11-14,Kirin Cup,Japan 2-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Jordan,Ghana,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Korea Republic,Ghana,Korea Republic,8,3,4,0,4,14,11,4,2,0,2,2025-11-18,Friendly,Korea Republic 1-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Mexico,Ghana,Mexico,4,0,0,0,4,1,7,2,0,0,2,2026-05-22,Friendly,Mexico 2-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Morocco,Ghana,Morocco,12,10,3,3,6,8,9,2,0,0,2,2022-01-10,African Cup of Nations,Morocco 1-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Netherlands,Ghana,Netherlands,3,0,0,1,2,1,5,2,0,0,2,2014-05-31,Friendly,Netherlands 1-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||New Zealand,Ghana,New Zealand,1,1,0,0,1,0,2,0,0,0,0,1983-06-07,Korea Cup,Ghana 0-2 New Zealand,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Norway,Ghana,Norway,1,0,0,0,1,2,3,0,0,0,0,1995-05-25,Friendly,Norway 3-2 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Panama,Ghana,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Paraguay,Ghana,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Portugal,Ghana,Portugal,2,2,0,0,2,3,5,2,0,0,2,2022-11-24,FIFA World Cup,Portugal 3-2 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Qatar,Ghana,Qatar,1,0,1,0,0,5,1,1,1,0,0,2020-10-12,Friendly,Ghana 5-1 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Saudi Arabia,Ghana,Saudi Arabia,5,0,2,2,1,7,7,2,1,1,0,2017-10-10,Friendly,Saudi Arabia 0-3 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Scotland,Ghana,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Senegal,Ghana,Senegal,13,7,4,5,4,16,15,2,0,0,2,2015-03-28,Friendly,Ghana 1-2 Senegal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||South Africa,Ghana,South Africa,15,11,5,5,5,13,11,8,3,3,2,2021-11-14,FIFA World Cup qualification,Ghana 1-0 South Africa,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Spain,Ghana,Spain,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Sweden,Ghana,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Switzerland,Ghana,Switzerland,1,0,1,0,0,2,0,1,1,0,0,2022-11-17,Friendly,Switzerland 0-2 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Tunisia,Ghana,Tunisia,17,8,9,5,3,26,18,3,2,1,0,2019-07-08,African Cup of Nations,Ghana 1-1 Tunisia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Türkiye,Ghana,Türkiye,2,0,0,2,0,3,3,1,0,1,0,2013-08-14,Friendly,Türkiye 2-2 Ghana,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||USA,Ghana,USA,5,3,2,0,3,6,10,4,1,0,3,2023-10-17,Friendly,USA 4-0 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Uruguay,Ghana,Uruguay,2,2,0,1,1,1,3,2,0,1,1,2022-12-02,FIFA World Cup,Ghana 0-2 Uruguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana||Uzbekistan,Ghana,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||IR Iran,Haiti,IR Iran,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Iraq,Haiti,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Japan,Haiti,Japan,1,1,0,1,0,3,3,1,0,1,0,2017-10-10,Kirin Challenge Cup,Japan 3-3 Haiti,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Jordan,Haiti,Jordan,1,0,1,0,0,2,0,1,1,0,0,2021-09-04,Friendly,Haiti 2-0 Jordan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Korea Republic,Haiti,Korea Republic,1,0,0,0,1,1,4,1,0,0,1,2013-09-06,Friendly,Korea Republic 4-1 Haiti,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Mexico,Haiti,Mexico,11,11,0,2,9,3,30,2,0,0,2,2023-06-29,Gold Cup,Haiti 1-3 Mexico,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Morocco,Haiti,Morocco,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Netherlands,Haiti,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||New Zealand,Haiti,New Zealand,1,0,1,0,0,4,0,1,1,0,0,2026-06-02,Friendly,Haiti 4-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Norway,Haiti,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Panama,Haiti,Panama,19,4,8,7,4,25,18,3,0,2,1,2016-03-29,FIFA World Cup qualification,Panama 1-0 Haiti,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Paraguay,Haiti,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Portugal,Haiti,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Qatar,Haiti,Qatar,2,1,2,0,0,3,1,2,2,0,0,2023-06-25,Gold Cup,Haiti 2-1 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Saudi Arabia,Haiti,Saudi Arabia,1,1,0,0,1,0,1,1,0,0,1,2025-06-15,Gold Cup,Haiti 0-1 Saudi Arabia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Scotland,Haiti,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Senegal,Haiti,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||South Africa,Haiti,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Spain,Haiti,Spain,1,0,0,0,1,1,2,1,0,0,1,2013-06-08,Friendly,Haiti 1-2 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Sweden,Haiti,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Switzerland,Haiti,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Tunisia,Haiti,Tunisia,1,0,0,0,1,0,1,1,0,0,1,2026-03-28,Friendly,Haiti 0-1 Tunisia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Türkiye,Haiti,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||USA,Haiti,USA,19,9,6,5,8,20,26,3,0,0,3,2025-06-22,Gold Cup,USA 2-1 Haiti,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Uruguay,Haiti,Uruguay,3,0,0,2,1,0,1,0,0,0,0,1974-03-25,Friendly,Haiti 0-0 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Haiti||Uzbekistan,Haiti,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Iraq,IR Iran,Iraq,26,20,16,5,5,35,18,10,6,2,2,2022-01-27,FIFA World Cup qualification,IR Iran 1-0 Iraq,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Japan,IR Iran,Japan,19,16,7,6,6,21,22,3,1,1,1,2024-02-03,AFC Asian Cup,IR Iran 2-1 Japan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Jordan,IR Iran,Jordan,13,10,6,3,4,15,10,2,0,2,0,2012-09-05,Friendly,Jordan 0-0 IR Iran,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Korea Republic,IR Iran,Korea Republic,33,26,13,10,10,34,36,10,5,3,2,2022-03-24,FIFA World Cup qualification,Korea Republic 2-0 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Mexico,IR Iran,Mexico,3,1,0,0,3,2,9,0,0,0,0,2007-06-02,Friendly,Mexico 4-0 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Morocco,IR Iran,Morocco,3,2,1,2,0,3,2,1,1,0,0,2018-06-15,FIFA World Cup,Morocco 0-1 IR Iran,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Netherlands,IR Iran,Netherlands,1,1,0,0,1,0,3,0,0,0,0,1978-06-03,FIFA World Cup,IR Iran 0-3 Netherlands,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||New Zealand,IR Iran,New Zealand,2,0,1,1,0,3,0,0,0,0,0,2003-10-12,Friendly,IR Iran 3-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Norway,IR Iran,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Panama,IR Iran,Panama,2,0,2,0,0,3,1,1,1,0,0,2017-11-09,Friendly,IR Iran 2-1 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Paraguay,IR Iran,Paraguay,1,0,0,1,0,1,1,0,0,0,0,2002-09-19,Friendly,IR Iran 1-1 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Portugal,IR Iran,Portugal,3,3,0,1,2,1,6,1,0,1,0,2018-06-25,FIFA World Cup,IR Iran 1-1 Portugal,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Qatar,IR Iran,Qatar,25,16,16,4,5,43,21,11,6,3,2,2025-06-05,FIFA World Cup qualification,Qatar 1-0 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Saudi Arabia,IR Iran,Saudi Arabia,14,14,4,6,4,19,13,1,0,1,0,2012-12-09,WAFF Championship,IR Iran 0-0 Saudi Arabia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Scotland,IR Iran,Scotland,1,1,0,1,0,1,1,0,0,0,0,1978-06-07,FIFA World Cup,IR Iran 1-1 Scotland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Senegal,IR Iran,Senegal,2,0,0,2,0,2,2,1,0,1,0,2022-09-27,Friendly,IR Iran 1-1 Senegal,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||South Africa,IR Iran,South Africa,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Spain,IR Iran,Spain,1,1,0,0,1,0,1,1,0,0,1,2018-06-20,FIFA World Cup,IR Iran 0-1 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Sweden,IR Iran,Sweden,1,0,0,0,1,1,3,1,0,0,1,2015-03-31,Friendly,Sweden 3-1 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Switzerland,IR Iran,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Tunisia,IR Iran,Tunisia,3,0,0,1,2,2,5,3,0,1,2,2022-11-16,Friendly,IR Iran 0-2 Tunisia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Türkiye,IR Iran,Türkiye,12,0,1,4,7,8,22,1,0,0,1,2018-05-28,Friendly,Türkiye 2-1 IR Iran,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||USA,IR Iran,USA,3,2,1,1,1,3,3,1,0,0,1,2022-11-29,FIFA World Cup,IR Iran 0-1 USA,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Uruguay,IR Iran,Uruguay,2,1,1,1,0,2,1,1,1,0,0,2022-09-23,Friendly,IR Iran 1-0 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
IR Iran||Uzbekistan,IR Iran,Uzbekistan,17,12,10,6,1,20,7,14,8,5,1,2025-11-18,Al Ain International Cup,IR Iran 0-0 Uzbekistan,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Japan,Iraq,Japan,13,12,3,3,7,10,19,7,1,1,5,2024-01-19,AFC Asian Cup,Iraq 2-1 Japan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Jordan,Iraq,Jordan,46,26,24,12,10,59,37,16,6,5,5,2025-12-12,Arab Cup,Jordan 1-0 Iraq,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Korea Republic,Iraq,Korea Republic,24,15,1,12,11,15,32,7,0,2,5,2025-06-05,FIFA World Cup qualification,Iraq 0-2 Korea Republic,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Mexico,Iraq,Mexico,2,1,0,0,2,0,5,1,0,0,1,2022-11-09,Friendly,Mexico 4-0 Iraq,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Morocco,Iraq,Morocco,7,0,1,4,2,5,4,0,0,0,0,1981-03-08,Friendly,Morocco 1-1 Iraq,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Iraq||Netherlands,Iraq,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
