pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Czechia||Japan,Czechia,Japan,3,2,0,2,1,0,1,1,0,1,0,2011-06-07,Kirin Cup,Japan 0-0 Czechia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Jordan,Czechia,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Korea Republic,Czechia,Korea Republic,3,0,1,1,1,8,4,1,0,0,1,2016-06-05,Friendly,Czechia 1-2 Korea Republic,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Mexico,Czechia,Mexico,1,1,1,0,0,2,1,0,0,0,0,2000-02-08,Lunar New Year Cup,Mexico 1-2 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Morocco,Czechia,Morocco,1,0,0,1,0,0,0,0,0,0,0,2009-02-11,Friendly,Morocco 0-0 Czechia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Netherlands,Czechia,Netherlands,12,11,6,3,3,18,14,3,3,0,0,2021-06-27,UEFA Euro,Netherlands 0-2 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||New Zealand,Czechia,New Zealand,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Norway,Czechia,Norway,9,6,5,3,1,12,9,5,2,2,1,2024-03-22,Friendly,Norway 1-2 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Panama,Czechia,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Paraguay,Czechia,Paraguay,1,1,1,0,0,1,0,0,0,0,0,1998-05-21,Kirin Cup,Czechia 1-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Portugal,Czechia,Portugal,6,6,1,0,5,3,12,4,0,0,4,2024-06-18,UEFA Euro,Portugal 2-1 Czechia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Qatar,Czechia,Qatar,1,0,1,0,0,1,0,1,1,0,0,2017-11-11,Friendly,Qatar 0-1 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Saudi Arabia,Czechia,Saudi Arabia,2,0,1,1,0,3,1,1,0,1,0,2025-09-08,Friendly,Czechia 1-1 Saudi Arabia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Scotland,Czechia,Scotland,10,7,5,1,4,14,11,7,2,1,4,2021-06-14,UEFA Euro,Scotland 0-2 Czechia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Senegal,Czechia,Senegal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||South Africa,Czechia,South Africa,1,1,0,1,0,2,2,0,0,0,0,1997-12-13,Confederations Cup,South Africa 2-2 Czechia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Spain,Czechia,Spain,7,7,0,2,5,3,10,5,0,1,4,2022-06-12,UEFA Nations League,Spain 2-0 Czechia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Sweden,Czechia,Sweden,4,1,0,2,2,5,7,2,0,1,1,2022-03-24,FIFA World Cup qualification,Sweden 1-0 Czechia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Switzerland,Czechia,Switzerland,6,3,4,0,2,9,7,2,1,0,1,2022-09-27,UEFA Nations League,Switzerland 2-1 Czechia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Tunisia,Czechia,Tunisia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Türkiye,Czechia,Türkiye,12,5,5,1,6,22,17,7,2,0,5,2024-06-26,UEFA Euro,Czechia 1-2 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||USA,Czechia,USA,3,1,2,0,1,7,3,2,1,0,1,2014-09-03,Friendly,Czechia 0-1 USA,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Uruguay,Czechia,Uruguay,3,2,1,0,2,2,4,1,0,0,1,2018-03-23,Friendly,Uruguay 2-0 Czechia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czechia||Uzbekistan,Czechia,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Egypt,Ecuador,Egypt,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||England,Ecuador,England,3,1,0,1,2,2,5,1,0,1,0,2014-06-04,Friendly,Ecuador 2-2 England,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||France,Ecuador,France,2,1,0,1,1,0,2,1,0,1,0,2014-06-25,FIFA World Cup,Ecuador 0-0 France,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Germany,Ecuador,Germany,2,1,0,0,2,2,7,1,0,0,1,2013-05-29,Friendly,Ecuador 2-4 Germany,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Ghana,Ecuador,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Haiti,Ecuador,Haiti,5,2,3,0,2,9,5,1,1,0,0,2016-06-12,Copa América,Ecuador 4-0 Haiti,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||IR Iran,Ecuador,IR Iran,3,1,1,2,0,3,2,0,0,0,0,2008-12-17,Friendly,IR Iran 0-1 Ecuador,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Iraq,Ecuador,Iraq,1,0,0,1,0,0,0,1,0,1,0,2022-11-12,Friendly,Iraq 0-0 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Japan,Ecuador,Japan,4,3,0,2,2,1,5,2,0,2,0,2022-09-27,Kirin Challenge Cup,Ecuador 0-0 Japan,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Jordan,Ecuador,Jordan,1,0,0,0,1,0,3,0,0,0,0,2004-10-20,Friendly,Ecuador 0-3 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Korea Republic,Ecuador,Korea Republic,2,0,1,0,1,2,3,1,0,0,1,2010-05-16,Friendly,Korea Republic 2-0 Ecuador,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Mexico,Ecuador,Mexico,26,7,4,8,14,27,43,10,3,5,2,2025-10-14,Friendly,Mexico 1-1 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Morocco,Ecuador,Morocco,1,0,0,1,0,1,1,1,0,1,0,2026-03-27,Friendly,Morocco 1-1 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Netherlands,Ecuador,Netherlands,4,1,0,3,1,3,4,3,0,3,0,2026-03-31,Friendly,Netherlands 1-1 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||New Zealand,Ecuador,New Zealand,1,0,1,0,0,2,0,1,1,0,0,2025-11-18,Friendly,Ecuador 2-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Norway,Ecuador,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Panama,Ecuador,Panama,7,0,5,2,0,16,2,3,2,1,0,2018-11-20,Friendly,Panama 1-2 Ecuador,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Paraguay,Ecuador,Paraguay,42,37,12,8,22,52,72,9,2,4,3,2025-09-04,FIFA World Cup qualification,Paraguay 0-0 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Portugal,Ecuador,Portugal,2,1,1,0,1,3,5,1,1,0,0,2013-02-06,Friendly,Portugal 2-3 Ecuador,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Qatar,Ecuador,Qatar,4,1,2,1,1,8,6,2,1,0,1,2022-11-20,FIFA World Cup,Qatar 0-2 Ecuador,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Saudi Arabia,Ecuador,Saudi Arabia,2,0,1,1,0,2,1,2,1,1,0,2026-05-30,Friendly,Ecuador 2-1 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Scotland,Ecuador,Scotland,1,1,0,0,1,1,2,0,0,0,0,1995-05-24,Kirin Cup,Ecuador 1-2 Scotland,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Senegal,Ecuador,Senegal,3,1,0,0,3,2,5,1,0,0,1,2022-11-29,FIFA World Cup,Ecuador 1-2 Senegal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||South Africa,Ecuador,South Africa,1,0,0,1,0,0,0,0,0,0,0,2002-04-17,Friendly,Ecuador 0-0 South Africa,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Spain,Ecuador,Spain,2,0,0,0,2,0,6,1,0,0,1,2013-08-14,Friendly,Ecuador 0-2 Spain,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Sweden,Ecuador,Sweden,2,0,1,1,0,3,2,0,0,0,0,2007-01-21,Friendly,Ecuador 1-1 Sweden,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Switzerland,Ecuador,Switzerland,1,1,0,0,1,1,2,1,0,0,1,2014-06-15,FIFA World Cup,Switzerland 2-1 Ecuador,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Tunisia,Ecuador,Tunisia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Türkiye,Ecuador,Türkiye,1,0,1,0,0,1,0,0,0,0,0,2002-02-12,Friendly,Türkiye 0-1 Ecuador,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||USA,Ecuador,USA,14,2,5,5,4,12,10,4,1,1,2,2025-10-10,Friendly,USA 1-1 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Uruguay,Ecuador,Uruguay,50,42,8,11,31,46,115,9,4,2,3,2024-10-15,FIFA World Cup qualification,Uruguay 0-0 Ecuador,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador||Uzbekistan,Ecuador,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||England,Egypt,England,3,1,0,0,3,1,8,1,0,0,1,2010-03-03,Friendly,England 3-1 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||France,Egypt,France,1,0,0,0,1,0,5,0,0,0,0,2003-04-30,Friendly,France 5-0 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Germany,Egypt,Germany,1,0,1,0,0,2,1,0,0,0,0,1958-12-28,Friendly,Egypt 2-1 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Ghana,Egypt,Ghana,24,11,11,7,6,33,28,8,4,2,2,2024-01-18,African Cup of Nations,Egypt 2-2 Ghana,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Haiti,Egypt,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||IR Iran,Egypt,IR Iran,1,0,0,1,0,1,1,0,0,0,0,2000-06-07,Friendly,IR Iran 1-1 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Iraq,Egypt,Iraq,9,5,3,4,2,8,5,1,0,1,0,2012-04-17,Friendly,Egypt 0-0 Iraq,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Japan,Egypt,Japan,2,0,0,0,2,1,5,0,0,0,0,2007-10-17,Friendly,Japan 4-1 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Jordan,Egypt,Jordan,5,4,2,1,2,6,6,3,1,0,2,2025-12-09,Arab Cup,Egypt 0-3 Jordan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Korea Republic,Egypt,Korea Republic,17,10,4,7,6,11,18,1,0,0,1,2022-06-14,Friendly,Korea Republic 4-1 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Mexico,Egypt,Mexico,4,3,1,1,2,4,8,0,0,0,0,1999-07-27,Confederations Cup,Mexico 2-2 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Morocco,Egypt,Morocco,22,20,4,9,9,10,20,2,2,0,0,2022-01-30,African Cup of Nations,Egypt 2-1 Morocco,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Netherlands,Egypt,Netherlands,3,1,1,2,0,4,3,0,0,0,0,1990-06-12,FIFA World Cup,Netherlands 1-1 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||New Zealand,Egypt,New Zealand,3,1,2,1,0,3,1,1,1,0,0,2024-03-22,FIFA Series,Egypt 1-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Norway,Egypt,Norway,6,0,0,3,3,2,7,0,0,0,0,1998-11-18,Friendly,Egypt 1-1 Norway,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Panama,Egypt,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Paraguay,Egypt,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Portugal,Egypt,Portugal,4,1,1,0,3,3,9,1,0,0,1,2018-03-23,Friendly,Portugal 2-1 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Qatar,Egypt,Qatar,8,1,4,2,2,15,7,4,1,1,2,2021-12-18,Arab Cup,Qatar 0-0 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Saudi Arabia,Egypt,Saudi Arabia,8,4,5,1,2,19,10,2,1,0,1,2026-03-27,Friendly,Saudi Arabia 0-4 Egypt,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Scotland,Egypt,Scotland,1,0,1,0,0,3,1,0,0,0,0,1990-05-16,Friendly,Scotland 1-3 Egypt,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Senegal,Egypt,Senegal,16,14,8,2,6,13,10,6,1,1,4,2026-01-14,African Cup of Nations,Senegal 1-0 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||South Africa,Egypt,South Africa,13,7,5,1,7,9,11,5,1,1,3,2025-12-26,African Cup of Nations,Egypt 1-0 South Africa,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Spain,Egypt,Spain,2,0,0,1,1,0,2,1,0,1,0,2026-03-31,Friendly,Spain 0-0 Egypt,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Sweden,Egypt,Sweden,4,1,2,0,2,3,10,0,0,0,0,2007-02-07,Friendly,Egypt 2-0 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Switzerland,Egypt,Switzerland,1,0,0,0,1,1,3,0,0,0,0,1988-12-14,Friendly,Egypt 1-3 Switzerland,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Tunisia,Egypt,Tunisia,31,21,9,7,15,28,39,8,2,0,6,2023-09-12,Friendly,Egypt 1-3 Tunisia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Türkiye,Egypt,Türkiye,4,1,2,0,2,10,5,0,0,0,0,1984-01-22,Friendly,Egypt 0-1 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||USA,Egypt,USA,2,2,1,0,1,3,4,0,0,0,0,2009-06-21,Confederations Cup,Egypt 0-3 USA,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Uruguay,Egypt,Uruguay,2,1,0,0,2,0,3,1,0,0,1,2018-06-15,FIFA World Cup,Egypt 0-1 Uruguay,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt||Uzbekistan,Egypt,Uzbekistan,1,1,0,0,1,0,2,1,0,0,1,2025-11-14,Al Ain International Cup,Uzbekistan 2-0 Egypt,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||France,England,France,34,9,17,6,11,75,45,5,1,1,3,2022-12-10,FIFA World Cup,England 1-2 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Germany,England,Germany,35,15,14,8,13,57,46,8,2,3,3,2022-09-26,UEFA Nations League,England 3-3 Germany,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Ghana,England,Ghana,1,0,0,1,0,1,1,1,0,1,0,2011-03-29,Friendly,England 1-1 Ghana,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Haiti,England,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||IR Iran,England,IR Iran,1,1,1,0,0,6,2,1,1,0,0,2022-11-21,FIFA World Cup,England 6-2 IR Iran,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Iraq,England,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Japan,England,Japan,4,0,2,1,1,5,4,2,1,0,1,2026-03-31,Friendly,England 0-1 Japan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Jordan,England,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Korea Republic,England,Korea Republic,1,0,0,1,0,1,1,0,0,0,0,2002-05-21,Friendly,Korea Republic 1-1 England,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Mexico,England,Mexico,10,1,7,1,2,27,4,1,1,0,0,2010-05-24,Friendly,England 3-1 Mexico,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Morocco,England,Morocco,2,2,1,1,0,1,0,0,0,0,0,1998-05-27,King Hassan II Tournament,Morocco 0-1 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Netherlands,England,Netherlands,23,7,7,9,7,33,30,5,2,0,3,2024-07-10,UEFA Euro,Netherlands 1-2 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||New Zealand,England,New Zealand,3,0,3,0,0,4,0,1,1,0,0,2026-06-06,Friendly,England 1-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Norway,England,Norway,12,4,7,3,2,28,7,2,2,0,0,2014-09-03,Friendly,England 1-0 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Panama,England,Panama,1,1,1,0,0,6,1,1,1,0,0,2018-06-24,FIFA World Cup,England 6-1 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Paraguay,England,Paraguay,3,2,3,0,0,8,0,0,0,0,0,2006-06-10,FIFA World Cup,England 1-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Portugal,England,Portugal,23,9,10,10,3,46,25,1,1,0,0,2016-06-02,Friendly,England 1-0 Portugal,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Qatar,England,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Saudi Arabia,England,Saudi Arabia,2,0,0,2,0,1,1,0,0,0,0,1998-05-23,Friendly,England 0-0 Saudi Arabia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Scotland,England,Scotland,118,100,49,27,42,208,178,6,4,2,0,2023-09-12,Friendly,Scotland 1-3 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Senegal,England,Senegal,2,1,1,0,1,4,3,2,1,0,1,2025-06-10,Friendly,England 1-3 Senegal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||South Africa,England,South Africa,2,0,2,0,0,4,2,0,0,0,0,2003-05-22,Friendly,South Africa 1-2 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Spain,England,Spain,28,9,13,4,11,46,34,6,2,1,3,2024-07-14,UEFA Euro,Spain 2-1 England,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Sweden,England,Sweden,25,9,9,9,7,40,32,4,3,0,1,2018-07-07,FIFA World Cup,Sweden 0-2 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Switzerland,England,Switzerland,30,13,19,7,4,65,25,8,5,3,0,2024-07-06,UEFA Euro,England 1-1 Switzerland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Tunisia,England,Tunisia,3,2,2,1,0,5,2,1,1,0,0,2018-06-18,FIFA World Cup,Tunisia 1-2 England,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Türkiye,England,Türkiye,11,10,9,2,0,33,1,1,1,0,0,2016-05-22,Friendly,England 2-1 Türkiye,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||USA,England,USA,12,4,8,2,2,39,9,3,1,2,0,2022-11-25,FIFA World Cup,England 0-0 USA,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Uruguay,England,Uruguay,12,3,3,4,5,12,16,2,0,1,1,2026-03-27,Friendly,England 1-1 Uruguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England||Uzbekistan,England,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Germany,France,Germany,35,9,16,8,11,53,50,12,6,2,4,2025-06-08,UEFA Nations League,Germany 0-2 France,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Ghana,France,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Haiti,France,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||IR Iran,France,IR Iran,1,0,1,0,0,2,1,0,0,0,0,1978-05-11,Friendly,France 2-1 IR Iran,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Iraq,France,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Japan,France,Japan,6,4,4,1,1,14,5,1,0,0,1,2012-10-12,Friendly,France 0-1 Japan,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Jordan,France,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Korea Republic,France,Korea Republic,3,2,2,1,0,9,3,0,0,0,0,2006-06-18,FIFA World Cup,France 1-1 Korea Republic,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Mexico,France,Mexico,7,5,5,1,1,15,6,1,0,0,1,2010-06-17,FIFA World Cup,France 0-2 Mexico,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Morocco,France,Morocco,6,4,4,2,0,14,6,1,1,0,0,2022-12-14,FIFA World Cup,France 2-0 Morocco,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Netherlands,France,Netherlands,31,12,15,5,11,53,57,9,7,1,1,2024-06-21,UEFA Euro,Netherlands 0-0 France,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||New Zealand,France,New Zealand,1,1,1,0,0,5,0,0,0,0,0,2003-06-22,Confederations Cup,France 5-0 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Norway,France,Norway,16,10,7,4,5,22,22,2,1,0,1,2014-05-27,Friendly,France 4-0 Norway,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Panama,France,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Paraguay,France,Paraguay,5,2,3,2,0,14,4,2,1,1,0,2017-06-02,Friendly,France 5-0 Paraguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Portugal,France,Portugal,27,8,17,4,6,48,29,7,3,3,1,2024-07-05,UEFA Euro,Portugal 0-0 France,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Qatar,France,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Saudi Arabia,France,Saudi Arabia,1,1,1,0,0,4,0,0,0,0,0,1998-06-18,FIFA World Cup,France 4-0 Saudi Arabia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Scotland,France,Scotland,17,5,9,0,8,27,16,2,2,0,0,2023-10-17,Friendly,France 4-1 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Senegal,France,Senegal,2,2,0,0,2,0,3,0,0,0,0,2002-05-31,FIFA World Cup,France 0-1 Senegal,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||South Africa,France,South Africa,5,2,3,1,1,11,3,2,1,0,1,2022-03-29,Friendly,France 5-0 South Africa,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Spain,France,Spain,38,12,13,7,18,44,71,9,2,1,6,2025-06-05,UEFA Nations League,Spain 5-4 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Sweden,France,Sweden,23,12,12,5,6,34,23,6,4,0,2,2020-11-17,UEFA Nations League,France 4-2 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Switzerland,France,Switzerland,39,8,16,11,12,70,63,3,1,2,0,2021-06-28,UEFA Euro,France 3-3 Switzerland,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Tunisia,France,Tunisia,5,1,2,2,1,7,4,2,0,1,1,2022-11-30,FIFA World Cup,Tunisia 1-0 France,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Türkiye,France,Türkiye,6,3,4,1,1,13,5,2,0,1,1,2019-10-14,UEFA Euro qualification,France 1-1 Türkiye,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||USA,France,USA,4,0,3,1,0,11,1,2,1,1,0,2018-06-09,Friendly,France 1-1 USA,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Uruguay,France,Uruguay,10,6,3,4,3,7,8,5,2,2,1,2018-11-20,Friendly,France 1-0 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France||Uzbekistan,France,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany||Ghana,Germany,Ghana,4,2,3,1,0,11,4,3,2,1,0,2026-03-30,Friendly,Germany 2-1 Ghana,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
